tick,node_id,x,y,energy,role,cluster_id
48,3,8.0,9.0,152,member,1
48,4,10.0,15.0,52,member,1
48,5,14.0,8.0,352,member,1
48,6,50.0,50.0,456,leader,6
48,7,48.0,52.0,202,member,6
48,8,53.0,49.0,102,member,6
48,9,45.0,45.0,252,member,6
48,10,100.0,100.0,152,isolated,10
49,1,10.0,10.0,353,leader,1
49,2,12.0,11.0,251,member,1
49,3,8.0,9.0,151,member,1
49,4,10.0,15.0,51,member,1
49,5,14.0,8.0,351,member,1
49,6,50.0,50.0,453,leader,6
49,7,48.0,52.0,201,member,6
49,8,53.0,49.0,101,member,6
49,9,45.0,45.0,251,member,6
49,10,100.0,100.0,151,isolated,10
50,1,10.0,10.0,350,leader,1
50,2,12.0,11.0,250,member,1
50,3,8.0,9.0,150,member,1
50,4,10.0,15.0,50,member,1
50,5,14.0,8.0,350,member,1
50,6,50.0,50.0,450,leader,6
50,7,48.0,52.0,200,member,6
50,8,53.0,49.0,100,member,6
50,9,45.0,45.0,250,member,6
50,10,100.0,100.0,150,isolated,10
51,1,10.0,10.0,347,leader,1
51,2,12.0,11.0,249,member,1
51,3,8.0,9.0,149,member,1
51,4,10.0,15.0,49,member,1
51,5,14.0,8.0,349,member,1
51,6,50.0,50.0,447,leader,6
51,7,48.0,52.0,199,member,6
51,8,53.0,49.0,99,member,6
51,9,45.0,45.0,249,member,6
51,10,100.0,100.0,149,isolated,10
52,1,10.0,10.0,344,leader,1
52,2,12.0,11.0,248,member,1
52,3,8.0,9.0,148,member,1
52,4,10.0,15.0,48,member,1
52,5,14.0,8.0,348,member,1
52,6,50.0,50.0,444,leader,6
52,7,48.0,52.0,198,member,6
52,8,53.0,49.0,98,member,6
52,9,45.0,45.0,248,member,6
52,10,100.0,100.0,148,isolated,10
53,1,10.0,10.0,341,leader,1
53,2,12.0,11.0,247,member,1
53,3,8.0,9.0,147,member,1
53,4,10.0,15.0,47,member,1
53,5,14.0,8.0,347,member,1
53,6,50.0,50.0,441,leader,6
53,7,48.0,52.0,197,member,6
53,8,53.0,49.0,97,member,6
53,9,45.0,45.0,247,member,6
53,10,100.0,100.0,147,isolated,10
54,1,10.0,10.0,338,leader,1
54,2,12.0,11.0,246,member,1
54,3,8.0,9.0,146,member,1
54,4,10.0,15.0,46,member,1
54,5,14.0,8.0,346,member,1
54,6,50.0,50.0,438,leader,6
54,7,48.0,52.0,196,member,6
54,8,53.0,49.0,96,member,6
54,9,45.0,45.0,246,member,6
54,10,100.0,100.0,146,isolated,10
55,1,10.0,10.0,335,leader,1
55,2,12.0,11.0,245,member,1
55,3,8.0,9.0,145,member,1
55,4,10.0,15.0,45,member,1
55,5,14.0,8.0,345,member,1
55,6,50.0,50.0,435,leader,6
55,7,48.0,52.0,195,member,6
55,8,53.0,49.0,95,member,6
55,9,45.0,45.0,245,member,6
55,10,100.0,100.0,145,isolated,10
56,1,10.0,10.0,332,leader,1
56,2,12.0,11.0,244,member,1
56,3,8.0,9.0,144,member,1
56,4,10.0,15.0,44,member,1
56,5,14.0,8.0,344,member,1
56,6,50.0,50.0,432,leader,6
56,7,48.0,52.0,194,member,6
56,8,53.0,49.0,94,member,6
56,9,45.0,45.0,244,member,6
56,10,100.0,100.0,144,isolated,10
57,1,10.0,10.0,329,leader,1
57,2,12.0,11.0,243,member,1
57,3,8.0,9.0,143,member,1
57,4,10.0,15.0,43,member,1
57,5,14.0,8.0,343,member,1
57,6,50.0,50.0,429,leader,6
57,7,48.0,52.0,193,member,6
57,8,53.0,49.0,93,member,6
57,9,45.0,45.0,243,member,6
57,10,100.0,100.0,143,isolated,10
58,1,10.0,10.0,326,leader,1
58,2,12.0,11.0,242,member,1
58,3,8.0,9.0,142,member,1
58,4,10.0,15.0,42,member,1
58,5,14.0,8.0,342,member,1
58,6,50.0,50.0,426,leader,6
58,7,48.0,52.0,192,member,6
58,8,53.0,49.0,92,member,6
58,9,45.0,45.0,242,member,6
58,10,100.0,100.0,142,isolated,10
59,1,10.0,10.0,323,leader,1
59,2,12.0,11.0,241,member,1
59,3,8.0,9.0,141,member,1
59,4,10.0,15.0,41,member,1
59,5,14.0,8.0,341,member,1
59,6,50.0,50.0,423,leader,6
59,7,48.0,52.0,191,member,6
59,8,53.0,49.0,91,member,6
59,9,45.0,45.0,241,member,6
59,10,100.0,100.0,141,isolated,10
60,1,10.0,10.0,320,leader,1
60,2,12.0,11.0,240,member,1
60,3,8.0,9.0,140,member,1
60,4,10.0,15.0,40,member,1
60,5,14.0,8.0,340,member,1
60,6,50.0,50.0,420,leader,6
60,7,48.0,52.0,190,member,6
60,8,53.0,49.0,90,member,6
60,9,45.0,45.0,240,member,6
60,10,100.0,100.0,140,isolated,10
61,1,10.0,10.0,317,leader,1
61,2,12.0,11.0,239,member,1
61,3,8.0,9.0,139,member,1
61,4,10.0,15.0,39,member,1
61,5,14.0,8.0,339,member,1
61,6,50.0,50.0,417,leader,6
61,7,48.0,52.0,189,member,6
61,8,53.0,49.0,89,member,6
61,9,45.0,45.0,239,member,6
61,10,100.0,100.0,139,isolated,10
62,1,10.0,10.0,314,leader,1
62,2,12.0,11.0,238,member,1
62,3,8.0,9.0,138,member,1
62,4,10.0,15.0,38,member,1
62,5,14.0,8.0,338,member,1
62,6,50.0,50.0,414,leader,6
62,7,48.0,52.0,188,member,6
62,8,53.0,49.0,88,member,6
62,9,45.0,45.0,238,member,6
62,10,100.0,100.0,138,isolated,10
63,1,10.0,10.0,311,leader,1
63,2,12.0,11.0,237,member,1
63,3,8.0,9.0,137,member,1
63,4,10.0,15.0,37,member,1
63,5,14.0,8.0,337,member,1
63,6,50.0,50.0,411,leader,6
63,7,48.0,52.0,187,member,6
63,8,53.0,49.0,87,member,6
63,9,45.0,45.0,237,member,6
63,10,100.0,100.0,137,isolated,10
64,1,10.0,10.0,308,leader,1
64,2,12.0,11.0,236,member,1
64,3,8.0,9.0,136,member,1
64,4,10.0,15.0,36,member,1
64,5,14.0,8.0,336,member,1
64,6,50.0,50.0,408,leader,6
64,7,48.0,52.0,186,member,6
64,8,53.0,49.0,86,member,6
64,9,45.0,45.0,236,member,6
64,10,100.0,100.0,136,isolated,10
65,1,10.0,10.0,305,leader,1
65,2,12.0,11.0,235,member,1
65,3,8.0,9.0,135,member,1
65,4,10.0,15.0,35,member,1
65,5,14.0,8.0,335,member,1
65,6,50.0,50.0,405,leader,6
65,7,48.0,52.0,185,member,6
65,8,53.0,49.0,85,member,6
65,9,45.0,45.0,235,member,6
65,10,100.0,100.0,135,isolated,10
66,1,10.0,10.0,302,leader,1
66,2,12.0,11.0,234,member,1
66,3,8.0,9.0,134,member,1
66,4,10.0,15.0,34,member,1
66,5,14.0,8.0,334,member,1
66,6,50.0,50.0,402,leader,6
66,7,48.0,52.0,184,member,6
66,8,53.0,49.0,84,member,6
66,9,45.0,45.0,234,member,6
66,10,100.0,100.0,134,isolated,10
67,1,10.0,10.0,299,leader,1
67,2,12.0,11.0,233,member,1
67,3,8.0,9.0,133,member,1
67,4,10.0,15.0,33,member,1
67,5,14.0,8.0,333,member,1
67,6,50.0,50.0,399,leader,6
67,7,48.0,52.0,183,member,6
67,8,53.0,49.0,83,member,6
67,9,45.0,45.0,233,member,6
67,10,100.0,100.0,133,isolated,10
68,1,10.0,10.0,296,leader,1
68,2,12.0,11.0,232,member,1
68,3,8.0,9.0,132,member,1
68,4,10.0,15.0,32,member,1
68,5,14.0,8.0,332,member,1
68,6,50.0,50.0,396,leader,6
68,7,48.0,52.0,182,member,6
68,8,53.0,49.0,82,member,6
68,9,45.0,45.0,232,member,6
68,10,100.0,100.0,132,isolated,10
69,1,10.0,10.0,293,leader,1
69,2,12.0,11.0,231,member,1
69,3,8.0,9.0,131,member,1
69,4,10.0,15.0,31,member,1
69,5,14.0,8.0,331,member,1
69,6,50.0,50.0,393,leader,6
69,7,48.0,52.0,181,member,6
69,8,53.0,49.0,81,member,6
69,9,45.0,45.0,231,member,6
69,10,100.0,100.0,131,isolated,10
70,1,10.0,10.0,290,leader,1
70,2,12.0,11.0,230,member,1
70,3,8.0,9.0,130,member,1
70,4,10.0,15.0,30,member,1
70,5,14.0,8.0,330,member,1
70,6,50.0,50.0,390,leader,6
70,7,48.0,52.0,180,member,6
70,8,53.0,49.0,80,member,6
70,9,45.0,45.0,230,member,6
70,10,100.0,100.0,130,isolated,10
71,1,10.0,10.0,287,leader,1
71,2,12.0,11.0,229,member,1
71,3,8.0,9.0,129,member,1
71,4,10.0,15.0,29,member,1
71,5,14.0,8.0,329,member,1
71,6,50.0,50.0,387,leader,6
71,7,48.0,52.0,179,member,6
71,8,53.0,49.0,79,member,6
71,9,45.0,45.0,229,member,6
71,10,100.0,100.0,129,isolated,10
72,1,10.0,10.0,284,leader,1
72,2,12.0,11.0,228,member,1
72,3,8.0,9.0,128,member,1
72,4,10.0,15.0,28,member,1
72,5,14.0,8.0,328,member,1
72,6,50.0,50.0,384,leader,6
72,7,48.0,52.0,178,member,6
72,8,53.0,49.0,78,member,6
72,9,45.0,45.0,228,member,6
72,10,100.0,100.0,128,isolated,10
73,1,10.0,10.0,281,leader,1
73,2,12.0,11.0,227,member,1
73,3,8.0,9.0,127,member,1
73,4,10.0,15.0,27,member,1
73,5,14.0,8.0,327,member,1
73,6,50.0,50.0,381,leader,6
73,7,48.0,52.0,177,member,6
73,8,53.0,49.0,77,member,6
73,9,45.0,45.0,227,member,6
73,10,100.0,100.0,127,isolated,10
74,1,10.0,10.0,278,leader,1
74,2,12.0,11.0,226,member,1
74,3,8.0,9.0,126,member,1
74,4,10.0,15.0,26,member,1
74,5,14.0,8.0,326,member,1
74,6,50.0,50.0,378,leader,6
74,7,48.0,52.0,176,member,6
74,8,53.0,49.0,76,member,6
74,9,45.0,45.0,226,member,6
74,10,100.0,100.0,126,isolated,10
75,1,10.0,10.0,275,leader,1
75,2,12.0,11.0,225,member,1
75,3,8.0,9.0,125,member,1
75,4,10.0,15.0,25,member,1
75,5,14.0,8.0,325,member,1
75,6,50.0,50.0,375,leader,6
