tick,node_id,x,y,energy,role,cluster_id
17,3,18.0,19.0,23,member,1
17,4,25.0,25.0,43,member,1
17,5,15.0,15.0,28,member,1
17,6,20.0,28.0,38,member,1
17,7,28.0,20.0,53,member,1
17,8,16.0,24.0,48,member,1
18,1,20.0,20.0,946,leader,1
18,2,22.0,21.0,32,member,1
18,3,18.0,19.0,22,member,1
18,4,25.0,25.0,42,member,1
18,5,15.0,15.0,27,member,1
18,6,20.0,28.0,37,member,1
18,7,28.0,20.0,52,member,1
18,8,16.0,24.0,47,member,1
19,1,20.0,20.0,943,leader,1
19,2,22.0,21.0,31,member,1
19,3,18.0,19.0,21,member,1
19,4,25.0,25.0,41,member,1
19,5,15.0,15.0,26,member,1
19,6,20.0,28.0,36,member,1
19,7,28.0,20.0,51,member,1
19,8,16.0,24.0,46,member,1
20,1,20.0,20.0,940,leader,1
20,2,22.0,21.0,30,member,1
20,3,18.0,19.0,20,member,1
20,4,25.0,25.0,40,member,1
20,5,15.0,15.0,25,member,1
20,6,20.0,28.0,35,member,1
20,7,28.0,20.0,50,member,1
20,8,16.0,24.0,45,member,1
21,1,20.0,20.0,937,leader,1
21,2,22.0,21.0,29,member,1
21,3,18.0,19.0,19,member,1
21,4,25.0,25.0,39,member,1
21,5,15.0,15.0,24,member,1
21,6,20.0,28.0,34,member,1
21,7,28.0,20.0,49,member,1
21,8,16.0,24.0,44,member,1
22,1,20.0,20.0,934,leader,1
22,2,22.0,21.0,28,member,1
22,3,18.0,19.0,18,member,1
22,4,25.0,25.0,38,member,1
22,5,15.0,15.0,23,member,1
22,6,20.0,28.0,33,member,1
22,7,28.0,20.0,48,member,1
22,8,16.0,24.0,43,member,1
23,1,20.0,20.0,931,leader,1
23,2,22.0,21.0,27,member,1
23,3,18.0,19.0,17,member,1
23,4,25.0,25.0,37,member,1
23,5,15.0,15.0,22,member,1
23,6,20.0,28.0,32,member,1
23,7,28.0,20.0,47,member,1
23,8,16.0,24.0,42,member,1
24,1,20.0,20.0,928,leader,1
24,2,22.0,21.0,26,member,1
24,3,18.0,19.0,16,member,1
24,4,25.0,25.0,36,member,1
24,5,15.0,15.0,21,member,1
24,6,20.0,28.0,31,member,1
24,7,28.0,20.0,46,member,1
24,8,16.0,24.0,41,member,1
25,1,20.0,20.0,925,leader,1
25,2,22.0,21.0,25,member,1
25,3,18.0,19.0,15,member,1
25,4,25.0,25.0,35,member,1
25,5,15.0,15.0,20,member,1
25,6,20.0,28.0,30,member,1
25,7,28.0,20.0,45,member,1
25,8,16.0,24.0,40,member,1
26,1,20.0,20.0,922,leader,1
26,2,22.0,21.0,24,member,1
26,3,18.0,19.0,14,member,1
26,4,25.0,25.0,34,member,1
26,5,15.0,15.0,19,member,1
26,6,20.0,28.0,29,member,1
26,7,28.0,20.0,44,member,1
26,8,16.0,24.0,39,member,1
27,1,20.0,20.0,919,leader,1
27,2,22.0,21.0,23,member,1
27,3,18.0,19.0,13,member,1
27,4,25.0,25.0,33,member,1
27,5,15.0,15.0,18,member,1
27,6,20.0,28.0,28,member,1
27,7,28.0,20.0,43,member,1
27,8,16.0,24.0,38,member,1
28,1,20.0,20.0,916,leader,1
28,2,22.0,21.0,22,member,1
28,3,18.0,19.0,12,member,1
28,4,25.0,25.0,32,member,1
28,5,15.0,15.0,17,member,1
28,6,20.0,28.0,27,member,1
28,7,28.0,20.0,42,member,1
28,8,16.0,24.0,37,member,1
29,1,20.0,20.0,913,leader,1
29,2,22.0,21.0,21,member,1
29,3,18.0,19.0,11,member,1
29,4,25.0,25.0,31,member,1
29,5,15.0,15.0,16,member,1
29,6,20.0,28.0,26,member,1
29,7,28.0,20.0,41,member,1
29,8,16.0,24.0,36,member,1
30,1,20.0,20.0,910,leader,1
30,2,22.0,21.0,20,member,1
30,3,18.0,19.0,10,member,1
30,4,25.0,25.0,30,member,1
30,5,15.0,15.0,15,member,1
30,6,20.0,28.0,25,member,1
30,7,28.0,20.0,40,member,1
30,8,16.0,24.0,35,member,1
31,1,20.0,20.0,907,leader,1
31,2,22.0,21.0,19,member,1
31,3,18.0,19.0,9,member,1
31,4,25.0,25.0,29,member,1
31,5,15.0,15.0,14,member,1
31,6,20.0,28.0,24,member,1
31,7,28.0,20.0,39,member,1
31,8,16.0,24.0,34,member,1
32,1,20.0,20.0,904,leader,1
32,2,22.0,21.0,18,member,1
32,3,18.0,19.0,8,member,1
32,4,25.0,25.0,28,member,1
32,5,15.0,15.0,13,member,1
32,6,20.0,28.0,23,member,1
32,7,28.0,20.0,38,member,1
32,8,16.0,24.0,33,member,1
33,1,20.0,20.0,901,leader,1
33,2,22.0,21.0,17,member,1
33,3,18.0,19.0,7,member,1
33,4,25.0,25.0,27,member,1
33,5,15.0,15.0,12,member,1
33,6,20.0,28.0,22,member,1
33,7,28.0,20.0,37,member,1
33,8,16.0,24.0,32,member,1
34,1,20.0,20.0,898,leader,1
34,2,22.0,21.0,16,member,1
34,3,18.0,19.0,6,member,1
34,4,25.0,25.0,26,member,1
34,5,15.0,15.0,11,member,1
34,6,20.0,28.0,21,member,1
34,7,28.0,20.0,36,member,1
34,8,16.0,24.0,31,member,1
35,1,20.0,20.0,895,leader,1
35,2,22.0,21.0,15,member,1
35,3,18.0,19.0,5,member,1
35,4,25.0,25.0,25,member,1
35,5,15.0,15.0,10,member,1
35,6,20.0,28.0,20,member,1
35,7,28.0,20.0,35,member,1
35,8,16.0,24.0,30,member,1
36,1,20.0,20.0,892,leader,1
36,2,22.0,21.0,14,member,1
36,3,18.0,19.0,4,member,1
36,4,25.0,25.0,24,member,1
36,5,15.0,15.0,9,member,1
36,6,20.0,28.0,19,member,1
36,7,28.0,20.0,34,member,1
36,8,16.0,24.0,29,member,1
37,1,20.0,20.0,889,leader,1
37,2,22.0,21.0,13,member,1
37,3,18.0,19.0,3,member,1
37,4,25.0,25.0,23,member,1
37,5,15.0,15.0,8,member,1
37,6,20.0,28.0,18,member,1
37,7,28.0,20.0,33,member,1
37,8,16.0,24.0,28,member,1
38,1,20.0,20.0,886,leader,1
38,2,22.0,21.0,12,member,1
38,3,18.0,19.0,2,member,1
38,4,25.0,25.0,22,member,1
38,5,15.0,15.0,7,member,1
38,6,20.0,28.0,17,member,1
38,7,28.0,20.0,32,member,1
38,8,16.0,24.0,27,member,1
39,1,20.0,20.0,883,leader,1
39,2,22.0,21.0,11,member,1
39,3,18.0,19.0,1,member,1
39,4,25.0,25.0,21,member,1
39,5,15.0,15.0,6,member,1
39,6,20.0,28.0,16,member,1
39,7,28.0,20.0,31,member,1
39,8,16.0,24.0,26,member,1
40,1,20.0,20.0,880,leader,1
40,2,22.0,21.0,10,member,1
40,4,25.0,25.0,20,member,1
40,5,15.0,15.0,5,member,1
40,6,20.0,28.0,15,member,1
40,7,28.0,20.0,30,member,1
40,8,16.0,24.0,25,member,1
40,3,18.0,19.0,0,member,1
41,1,20.0,20.0,877,leader,1
41,2,22.0,21.0,9,member,1
41,4,25.0,25.0,19,member,1
41,5,15.0,15.0,4,member,1
41,6,20.0,28.0,14,member,1
41,7,28.0,20.0,29,member,1
41,8,16.0,24.0,24,member,1
42,1,20.0,20.0,874,leader,1
42,2,22.0,21.0,8,member,1
42,4,25.0,25.0,18,member,1
42,5,15.0,15.0,3,member,1
42,6,20.0,28.0,13,member,1
42,7,28.0,20.0,28,member,1
42,8,16.0,24.0,23,member,1
43,1,20.0,20.0,871,leader,1
43,2,22.0,21.0,7,member,1
43,4,25.0,25.0,17,member,1
43,5,15.0,15.0,2,member,1
43,6,20.0,28.0,12,member,1
43,7,28.0,20.0,27,member,1
43,8,16.0,24.0,22,member,1
44,1,20.0,20.0,868,leader,1
44,2,22.0,21.0,6,member,1
44,4,25.0,25.0,16,member,1
44,5,15.0,15.0,1,member,1
44,6,20.0,28.0,11,member,1
44,7,28.0,20.0,26,member,1
44,8,16.0,24.0,21,member,1
45,1,20.0,20.0,865,leader,1
45,2,22.0,21.0,5,member,1
45,4,25.0,25.0,15,member,1
45,6,20.0,28.0,10,member,1
45,7,28.0,20.0,25,member,1
45,8,16.0,24.0,20,member,1
45,5,15.0,15.0,0,member,1
46,1,20.0,20.0,862,leader,1
46,2,22.0,21.0,4,member,1
46,4,25.0,25.0,14,member,1
46,6,20.0,28.0,9,member,1
46,7,28.0,20.0,24,member,1
46,8,16.0,24.0,19,member,1
47,1,20.0,20.0,859,leader,1
47,2,22.0,21.0,3,member,1
47,4,25.0,25.0,13,member,1
47,6,20.0,28.0,8,member,1
47,7,28.0,20.0,23,member,1
47,8,16.0,24.0,18,member,1
48,1,20.0,20.0,856,leader,1
48,2,22.0,21.0,2,member,1
48,4,25.0,25.0,12,member,1
48,6,20.0,28.0,7,member,1
48,7,28.0,20.0,22,member,1
48,8,16.0,24.0,17,member,1
49,1,20.0,20.0,853,leader,1
49,2,22.0,21.0,1,member,1
49,4,25.0,25.0,11,member,1
49,6,20.0,28.0,6,member,1
49,7,28.0,20.0,21,member,1
49,8,16.0,24.0,16,member,1
50,1,20.0,20.0,850,leader,1
50,4,25.0,25.0,10,member,1
50,6,20.0,28.0,5,member,1
50,7,28.0,20.0,20,member,1
50,8,16.0,24.0,15,member,1
50,2,22.0,21.0,0,member,1
51,1,20.0,20.0,847,leader,1
51,4,25.0,25.0,9,member,1
51,6,20.0,28.0,4,member,1
51,7,28.0,20.0,19,member,1
51,8,16.0,24.0,14,member,1
52,1,20.0,20.0,844,leader,1
52,4,25.0,25.0,8,member,1
52,6,20.0,28.0,3,member,1
52,7,28.0,20.0,18,member,1
52,8,16.0,24.0,13,member,1
53,1,20.0,20.0,841,leader,1
53,4,25.0,25.0,7,member,1
53,6,20.0,28.0,2,member,1
53,7,28.0,20.0,17,member,1
53,8,16.0,24.0,12,member,1
54,1,20.0,20.0,838,leader,1
54,4,25.0,25.0,6,member,1
54,6,20.0,28.0,1,member,1
54,7,28.0,20.0,16,member,1
54,8,16.0,24.0,11,member,1
55,1,20.0,20.0,835,leader,1
55,4,25.0,25.0,5,member,1
55,7,28.0,20.0,15,member,1
55,8,16.0,24.0,10,member,1
55,6,20.0,28.0,0,member,1
56,1,20.0,20.0,832,leader,1
56,4,25.0,25.0,4,member,1
56,7,28.0,20.0,14,member,1
56,8,16.0,24.0,9,member,1
57,1,20.0,20.0,829,leader,1
57,4,25.0,25.0,3,member,1
57,7,28.0,20.0,13,member,1
57,8,16.0,24.0,8,member,1
58,1,20.0,20.0,826,leader,1
58,4,25.0,25.0,2,member,1
58,7,28.0,20.0,12,member,1
58,8,16.0,24.0,7,member,1
59,1,20.0,20.0,823,leader,1
59,4,25.0,25.0,1,member,1
59,7,28.0,20.0,11,member,1
59,8,16.0,24.0,6,member,1
60,1,20.0,20.0,820,leader,1
60,7,28.0,20.0,10,member,1
60,8,16.0,24.0,5,member,1
60,4,25.0,25.0,0,member,1
61,1,20.0,20.0,817,leader,1
61,7,28.0,20.0,9,member,1
61,8,16.0,24.0,4,member,1
62,1,20.0,20.0,814,leader,1
62,7,28.0,20.0,8,member,1
62,8,16.0,24.0,3,member,1
63,1,20.0,20.0,811,leader,1
63,7,28.0,20.0,7,member,1
63,8,16.0,24.0,2,member,1
64,1,20.0,20.0,808,leader,1
64,7,28.0,20.0,6,member,1
64,8,16.0,24.0,1,member,1
65,1,20.0,20.0,805,leader,1
65,7,28.0,20.0,5,member,1
65,8,16.0,24.0,0,member,1
66,1,20.0,20.0,802,leader,1
66,7,28.0,20.0,4,member,1
67,1,20.0,20.0,799,leader,1
67,7,28.0,20.0,3,member,1
68,1,20.0,20.0,796,leader,1
68,7,28.0,20.0,2,member,1
69,1,20.0,20.0,793,leader,1
69,7,28.0,20.0,1,member,1
70,1,20.0,20.0,790,leader,1
70,7,28.0,20.0,0,member,1
71,1,20.0,20.0,787,leader,1
72,1,20.0,20.0,784,leader,1
73,1,20.0,20.0,781,leader,1
74,1,20.0,20.0,778,leader,1
75,1,20.0,20.0,775,leader,1
76,1,20.0,20.0,772,leader,1
77,1,20.0,20.0,769,leader,1
78,1,20.0,20.0,766,leader,1
79,1,20.0,20.0,763,leader,1
80,1,20.0,20.0,760,leader,1
81,1,20.0,20.0,757,leader,1
82,1,20.0,20.0,754,leader,1
83,1,20.0,20.0,751,leader,1
84,1,20.0,20.0,748,leader,1
85,1,20.0,20.0,745,leader,1
86,1,20.0,20.0,742,leader,1
87,1,20.0,20.0,739,leader,1
88,1,20.0,20.0,736,leader,1
89,1,20.0,20.0,733,leader,1
90,1,20.0,20.0,730,leader,1
91,1,20.0,20.0,727,leader,1
92,1,20.0,20.0,724,leader,1
93,1,20.0,20.0,721,leader,1
94,1,20.0,20.0,718,leader,1
95,1,20.0,20.0,715,leader,1
96,1,20.0,20.0,712,leader,1
97,1,20.0,20.0,709,leader,1
98,1,20.0,20.0,706,leader,1
99,1,20.0,20.0,703,leader,1
100,1,20.0,20.0,700,leader,1
101,1,20.0,20.0,697,leader,1
102,1,20.0,20.0,694,leader,1
103,1,20.0,20.0,691,leader,1
104,1,20.0,20.0,688,leader,1
105,1,20.0,20.0,685,leader,1
106,1,20.0,20.0,682,leader,1
107,1,20.0,20.0,679,leader,1
108,1,20.0,20.0,676,leader,1
109,1,20.0,20.0,673,leader,1
110,1,20.0,20.0,670,leader,1
111,1,20.0,20.0,667,leader,1
112,1,20.0,20.0,664,leader,1
113,1,20.0,20.0,661,leader,1
114,1,20.0,20.0,658,leader,1
115,1,20.0,20.0,655,leader,1
116,1,20.0,20.0,652,leader,1
117,1,20.0,20.0,649,leader,1
118,1,20.0,20.0,646,leader,1
119,1,20.0,20.0,643,leader,1
120,1,20.0,20.0,640,leader,1
121,1,20.0,20.0,637,leader,1
122,1,20.0,20.0,634,leader,1
123,1,20.0,20.0,631,leader,1
124,1,20.0,20.0,628,leader,1
125,1,20.0,20.0,625,leader,1
126,1,20.0,20.0,622,leader,1
127,1,20.0,20.0,619,leader,1
128,1,20.0,20.0,616,leader,1
129,1,20.0,20.0,613,leader,1
130,1,20.0,20.0,610,leader,1
131,1,20.0,20.0,607,leader,1
132,1,20.0,20.0,604,leader,1
133,1,20.0,20.0,601,leader,1
134,1,20.0,20.0,598,leader,1
135,1,20.0,20.0,595,leader,1
136,1,20.0,20.0,592,leader,1
137,1,20.0,20.0,589,leader,1
138,1,20.0,20.0,586,leader,1
139,1,20.0,20.0,583,leader,1
140,1,20.0,20.0,580,leader,1
141,1,20.0,20.0,577,leader,1
142,1,20.0,20.0,574,leader,1
143,1,20.0,20.0,571,leader,1
144,1,20.0,20.0,568,leader,1
145,1,20.0,20.0,565,leader,1
146,1,20.0,20.0,562,leader,1
147,1,20.0,20.0,559,leader,1
148,1,20.0,20.0,556,leader,1
149,1,20.0,20.0,553,leader,1
150,1,20.0,20.0,550,leader,1
151,1,20.0,20.0,547,leader,1
152,1,20.0,20.0,544,leader,1
153,1,20.0,20.0,541,leader,1
154,1,20.0,20.0,538,leader,1
155,1,20.0,20.0,535,leader,1
156,1,20.0,20.0,532,leader,1
157,1,20.0,20.0,529,leader,1
158,1,20.0,20.0,526,leader,1
159,1,20.0,20.0,523,leader,1
160,1,20.0,20.0,520,leader,1
161,1,20.0,20.0,517,leader,1
162,1,20.0,20.0,514,leader,1
163,1,20.0,20.0,511,leader,1
164,1,20.0,20.0,508,leader,1
165,1,20.0,20.0,505,leader,1
166,1,20.0,20.0,502,leader,1
167,1,20.0,20.0,499,leader,1
168,1,20.0,20.0,496,leader,1
169,1,20.0,20.0,493,leader,1
170,1,20.0,20.0,490,leader,1
171,1,20.0,20.0,487,leader,1
172,1,20.0,20.0,484,leader,1
173,1,20.0,20.0,481,leader,1
174,1,20.0,20.0,478,leader,1
175,1,20.0,20.0,475,leader,1
176,1,20.0,20.0,472,leader,1
177,1,20.0,20.0,469,leader,1
178,1,20.0,20.0,466,leader,1
179,1,20.0,20.0,463,leader,1
180,1,20.0,20.0,460,leader,1
181,1,20.0,20.0,457,leader,1
182,1,20.0,20.0,454,leader,1
183,1,20.0,20.0,451,leader,1
184,1,20.0,20.0,448,leader,1
185,1,20.0,20.0,445,leader,1
186,1,20.0,20.0,442,leader,1
187,1,20.0,20.0,439,leader,1
188,1,20.0,20.0,436,leader,1
189,1,20.0,20.0,433,leader,1
190,1,20.0,20.0,430,leader,1
191,1,20.0,20.0,427,leader,1
192,1,20.0,20.0,424,leader,1
193,1,20.0,20.0,421,leader,1
194,1,20.0,20.0,418,leader,1
195,1,20.0,20.0,415,leader,1
196,1,20.0,20.0,412,leader,1
197,1,20.0,20.0,409,leader,1
198,1,20.0,20.0,406,leader,1
199,1,20.0,20.0,403,leader,1
200,1,20.0,20.0,400,leader,1
201,1,20.0,20.0,397,leader,1
202,1,20.0,20.0,394,leader,1
203,1,20.0,20.0,391,leader,1
204,1,20.0,20.0,388,leader,1
205,1,20.0,20.0,385,leader,1
206,1,20.0,20.0,382,leader,1
207,1,20.0,20.0,379,leader,1
208,1,20.0,20.0,376,leader,1
209,1,20.0,20.0,373,leader,1
210,1,20.0,20.0,370,leader,1
211,1,20.0,20.0,367,leader,1
212,1,20.0,20.0,364,leader,1
213,1,20.0,20.0,361,leader,1
214,1,20.0,20.0,358,leader,1
215,1,20.0,20.0,355,leader,1
216,1,20.0,20.0,352,leader,1
217,1,20.0,20.0,349,leader,1
218,1,20.0,20.0,346,leader,1
219,1,20.0,20.0,343,leader,1
220,1,20.0,20.0,340,leader,1
221,1,20.0,20.0,337,leader,1
222,1,20.0,20.0,334,leader,1
223,1,20.0,20.0,331,leader,1
224,1,20.0,20.0,328,leader,1
225,1,20.0,20.0,325,leader,1
226,1,20.0,20.0,322,leader,1
227,1,20.0,20.0,319,leader,1
228,1,20.0,20.0,316,leader,1
229,1,20.0,20.0,313,leader,1
230,1,20.0,20.0,310,leader,1
231,1,20.0,20.0,307,leader,1
232,1,20.0,20.0,304,leader,1
233,1,20.0,20.0,301,leader,1
234,1,20.0,20.0,298,leader,1
235,1,20.0,20.0,295,leader,1
236,1,20.0,20.0,292,leader,1
237,1,20.0,20.0,289,leader,1
238,1,20.0,20.0,286,leader,1
239,1,20.0,20.0,283,leader,1
240,1,20.0,20.0,280,leader,1
241,1,20.0,20.0,277,leader,1
242,1,20.0,20.0,274,leader,1
243,1,20.0,20.0,271,leader,1
244,1,20.0,20.0,268,leader,1
245,1,20.0,20.0,265,leader,1
246,1,20.0,20.0,262,leader,1
247,1,20.0,20.0,259,leader,1
248,1,20.0,20.0,256,leader,1
249,1,20.0,20.0,253,leader,1
250,1,20.0,20.0,250,leader,1
251,1,20.0,20.0,247,leader,1
252,1,20.0,20.0,244,leader,1
253,1,20.0,20.0,241,leader,1
254,1,20.0,20.0,238,leader,1
255,1,20.0,20.0,235,leader,1
256,1,20.0,20.0,232,leader,1
257,1,20.0,20.0,229,leader,1
258,1,20.0,20.0,226,leader,1
259,1,20.0,20.0,223,leader,1
260,1,20.0,20.0,220,leader,1
261,1,20.0,20.0,217,leader,1
262,1,20.0,20.0,214,leader,1
263,1,20.0,20.0,211,leader,1
264,1,20.0,20.0,208,leader,1
265,1,20.0,20.0,205,leader,1
266,1,20.0,20.0,202,leader,1
267,1,20.0,20.0,199,leader,1
268,1,20.0,20.0,196,leader,1
269,1,20.0,20.0,193,leader,1
270,1,20.0,20.0,190,leader,1
271,1,20.0,20.0,187,leader,1
272,1,20.0,20.0,184,leader,1
273,1,20.0,20.0,181,leader,1
274,1,20.0,20.0,178,leader,1
275,1,20.0,20.0,175,leader,1
276,1,20.0,20.0,172,leader,1
277,1,20.0,20.0,169,leader,1
278,1,20.0,20.0,166,leader,1
279,1,20.0,20.0,163,leader,1
280,1,20.0,20.0,160,leader,1
281,1,20.0,20.0,157,leader,1
282,1,20.0,20.0,154,leader,1
283,1,20.0,20.0,151,leader,1
284,1,20.0,20.0,148,leader,1
285,1,20.0,20.0,145,leader,1
286,1,20.0,20.0,142,leader,1
287,1,20.0,20.0,139,leader,1
288,1,20.0,20.0,136,leader,1
289,1,20.0,20.0,133,leader,1
290,1,20.0,20.0,130,leader,1
291,1,20.0,20.0,127,leader,1
292,1,20.0,20.0,124,leader,1
293,1,20.0,20.0,121,leader,1
294,1,20.0,20.0,118,leader,1
295,1,20.0,20.0,115,leader,1
296,1,20.0,20.0,112,leader,1
297,1,20.0,20.0,109,leader,1
298,1,20.0,20.0,106,leader,1
299,1,20.0,20.0,103,leader,1
300,1,20.0,20.0,100,leader,1
301,1,20.0,20.0,97,leader,1
302,1,20.0,20.0,94,leader,1
303,1,20.0,20.0,91,leader,1
304,1,20.0,20.0,88,leader,1
305,1,20.0,20.0,85,leader,1
306,1,20.0,20.0,82,leader,1
307,1,20.0,20.0,79,leader,1
308,1,20.0,20.0,76,leader,1
309,1,20.0,20.0,73,leader,1
310,1,20.0,20.0,70,leader,1
311,1,20.0,20.0,67,leader,1
312,1,20.0,20.0,64,leader,1
313,1,20.0,20.0,61,leader,1
314,1,20.0,20.0,58,leader,1
315,1,20.0,20.0,55,leader,1
316,1,20.0,20.0,52,leader,1
317,1,20.0,20.0,49,leader,1
318,1,20.0,20.0,46,leader,1
319,1,20.0,20.0,43,leader,1
320,1,20.0,20.0,40,leader,1
321,1,20.0,20.0,37,leader,1
322,1,20.0,20.0,34,leader,1
323,1,20.0,20.0,31,leader,1
324,1,20.0,20.0,28,leader,1
325,1,20.0,20.0,25,leader,1
326,1,20.0,20.0,22,leader,1
327,1,20.0,20.0,19,leader,1
328,1,20.0,20.0,16,leader,1
329,1,20.0,20.0,13,leader,1
330,1,20.0,20.0,10,leader,1
331,1,20.0,20.0,7,leader,1
332,1,20.0,20.0,4,leader,1
333,1,20.0,20.0,1,leader,1
334,1,20.0,20.0,0,leader,1
