tick,node_id,x,y,energy,role,cluster_id
65,2,12.0,45.0,169,member,9
65,3,35.0,45.0,338,leader,3
65,4,1.0,38.0,169,member,9
65,6,50.0,3.0,33,isolated,6
65,7,22.0,2.0,79,isolated,7
65,8,34.0,33.0,168,member,3
65,9,11.0,39.0,40,leader,9
66,1,2.0,3.0,147,leader,1
66,2,12.0,45.0,168,member,9
66,3,35.0,45.0,335,leader,3
66,4,1.0,38.0,168,member,9
66,6,50.0,3.0,32,isolated,6
66,7,22.0,2.0,78,isolated,7
66,8,34.0,33.0,167,member,3
66,9,11.0,39.0,37,leader,9
67,1,2.0,3.0,144,leader,1
67,2,12.0,45.0,167,member,9
67,3,35.0,45.0,332,leader,3
67,4,1.0,38.0,167,member,9
67,6,50.0,3.0,31,isolated,6
67,7,22.0,2.0,77,isolated,7
67,8,34.0,33.0,166,member,3
67,9,11.0,39.0,34,leader,9
68,1,2.0,3.0,141,leader,1
68,2,12.0,45.0,166,member,9
68,3,35.0,45.0,329,leader,3
68,4,1.0,38.0,166,member,9
68,6,50.0,3.0,30,isolated,6
68,7,22.0,2.0,76,isolated,7
68,8,34.0,33.0,165,member,3
68,9,11.0,39.0,31,leader,9
69,1,2.0,3.0,138,leader,1
69,2,12.0,45.0,165,member,9
69,3,35.0,45.0,326,leader,3
69,4,1.0,38.0,165,member,9
69,6,50.0,3.0,29,isolated,6
69,7,22.0,2.0,75,isolated,7
69,8,34.0,33.0,164,member,3
69,9,11.0,39.0,28,leader,9
70,1,2.0,3.0,135,leader,1
70,2,12.0,45.0,164,member,9
70,3,35.0,45.0,323,leader,3
70,4,1.0,38.0,164,member,9
70,6,50.0,3.0,28,isolated,6
70,7,22.0,2.0,74,isolated,7
70,8,34.0,33.0,163,member,3
70,9,11.0,39.0,25,leader,9
71,1,2.0,3.0,132,leader,1
71,2,12.0,45.0,163,member,9
71,3,35.0,45.0,320,leader,3
71,4,1.0,38.0,163,member,9
71,6,50.0,3.0,27,isolated,6
71,7,22.0,2.0,73,isolated,7
71,8,34.0,33.0,162,member,3
71,9,11.0,39.0,22,leader,9
72,1,2.0,3.0,129,leader,1
72,2,12.0,45.0,162,member,9
72,3,35.0,45.0,317,leader,3
72,4,1.0,38.0,162,member,9
72,6,50.0,3.0,26,isolated,6
72,7,22.0,2.0,72,isolated,7
72,8,34.0,33.0,161,member,3
72,9,11.0,39.0,19,leader,9
73,1,2.0,3.0,126,leader,1
73,2,12.0,45.0,161,member,9
73,3,35.0,45.0,314,leader,3
73,4,1.0,38.0,161,member,9
73,6,50.0,3.0,25,isolated,6
73,7,22.0,2.0,71,isolated,7
73,8,34.0,33.0,160,member,3
73,9,11.0,39.0,16,leader,9
74,1,2.0,3.0,123,leader,1
74,2,12.0,45.0,160,member,9
74,3,35.0,45.0,311,leader,3
74,4,1.0,38.0,160,member,9
74,6,50.0,3.0,24,isolated,6
74,7,22.0,2.0,70,isolated,7
74,8,34.0,33.0,159,member,3
74,9,11.0,39.0,13,leader,9
75,1,2.0,3.0,120,leader,1
75,2,12.0,45.0,159,member,9
75,3,35.0,45.0,308,leader,3
75,4,1.0,38.0,159,member,9
75,6,50.0,3.0,23,isolated,6
75,7,22.0,2.0,69,isolated,7
75,8,34.0,33.0,158,member,3
75,9,11.0,39.0,10,leader,9
76,1,2.0,3.0,117,leader,1
76,2,12.0,45.0,158,member,9
76,3,35.0,45.0,305,leader,3
76,4,1.0,38.0,158,member,9
76,6,50.0,3.0,22,isolated,6
76,7,22.0,2.0,68,isolated,7
76,8,34.0,33.0,157,member,3
76,9,11.0,39.0,7,leader,9
77,1,2.0,3.0,114,leader,1
77,2,12.0,45.0,157,member,9
77,3,35.0,45.0,302,leader,3
77,4,1.0,38.0,157,member,9
77,6,50.0,3.0,21,isolated,6
77,7,22.0,2.0,67,isolated,7
77,8,34.0,33.0,156,member,3
77,9,11.0,39.0,4,leader,9
78,1,2.0,3.0,111,leader,1
78,2,12.0,45.0,156,member,9
78,3,35.0,45.0,299,leader,3
