tick,node_id,x,y,energy,role,cluster_id
16,7,105.0,98.0,474,member,6
16,8,110.0,100.0,464,member,6
16,9,103.0,107.0,444,member,6
16,10,108.0,105.0,424,member,6
17,1,0.0,0.0,949,leader,1
17,6,100.0,100.0,449,leader,6
17,7,105.0,98.0,473,member,6
17,8,110.0,100.0,463,member,6
17,9,103.0,107.0,443,member,6
17,10,108.0,105.0,423,member,6
18,1,0.0,0.0,946,leader,1
18,6,100.0,100.0,446,leader,6
18,7,105.0,98.0,472,member,6
18,8,110.0,100.0,462,member,6
18,9,103.0,107.0,442,member,6
18,10,108.0,105.0,422,member,6
19,1,0.0,0.0,943,leader,1
19,6,100.0,100.0,443,leader,6
19,7,105.0,98.0,471,member,6
19,8,110.0,100.0,461,member,6
19,9,103.0,107.0,441,member,6
19,10,108.0,105.0,421,member,6
20,1,0.0,0.0,940,leader,1
20,6,100.0,100.0,440,leader,6
20,7,105.0,98.0,470,member,6
20,8,110.0,100.0,460,member,6
20,9,103.0,107.0,440,member,6
20,10,108.0,105.0,420,member,6
21,1,0.0,0.0,937,leader,1
21,6,100.0,100.0,437,leader,6
21,7,105.0,98.0,469,member,6
21,8,110.0,100.0,459,member,6
21,9,103.0,107.0,439,member,6
21,10,108.0,105.0,419,member,6
22,1,0.0,0.0,934,leader,1
22,6,100.0,100.0,434,leader,6
22,7,105.0,98.0,468,member,6
22,8,110.0,100.0,458,member,6
22,9,103.0,107.0,438,member,6
22,10,108.0,105.0,418,member,6
23,1,0.0,0.0,931,leader,1
23,6,100.0,100.0,431,leader,6
23,7,105.0,98.0,467,member,6
23,8,110.0,100.0,457,member,6
23,9,103.0,107.0,437,member,6
23,10,108.0,105.0,417,member,6
24,1,0.0,0.0,928,leader,1
24,6,100.0,100.0,428,leader,6
24,7,105.0,98.0,466,member,6
24,8,110.0,100.0,456,member,6
24,9,103.0,107.0,436,member,6
24,10,108.0,105.0,416,member,6
25,1,0.0,0.0,925,leader,1
25,6,100.0,100.0,425,leader,6
25,7,105.0,98.0,465,member,6
25,8,110.0,100.0,455,member,6
25,9,103.0,107.0,435,member,6
25,10,108.0,105.0,415,member,6
26,1,0.0,0.0,922,leader,1
26,6,100.0,100.0,422,leader,6
26,7,105.0,98.0,464,member,6
26,8,110.0,100.0,454,member,6
26,9,103.0,107.0,434,member,6
26,10,108.0,105.0,414,member,6
27,1,0.0,0.0,919,leader,1
27,6,100.0,100.0,419,leader,6
27,7,105.0,98.0,463,member,6
27,8,110.0,100.0,453,member,6
27,9,103.0,107.0,433,member,6
27,10,108.0,105.0,413,member,6
28,1,0.0,0.0,916,leader,1
28,6,100.0,100.0,416,leader,6
28,7,105.0,98.0,462,member,6
28,8,110.0,100.0,452,member,6
28,9,103.0,107.0,432,member,6
28,10,108.0,105.0,412,member,6
29,1,0.0,0.0,913,leader,1
29,6,100.0,100.0,413,leader,6
29,7,105.0,98.0,461,member,6
29,8,110.0,100.0,451,member,6
29,9,103.0,107.0,431,member,6
29,10,108.0,105.0,411,member,6
30,1,0.0,0.0,910,leader,1
30,6,100.0,100.0,410,leader,6
30,7,105.0,98.0,460,member,6
30,8,110.0,100.0,450,member,6
30,9,103.0,107.0,430,member,6
30,10,108.0,105.0,410,member,6
31,1,0.0,0.0,907,leader,1
31,6,100.0,100.0,407,leader,6
31,7,105.0,98.0,459,member,6
31,8,110.0,100.0,449,member,6
31,9,103.0,107.0,429,member,6
31,10,108.0,105.0,409,member,6
32,1,0.0,0.0,904,leader,1
32,6,100.0,100.0,404,leader,6
32,7,105.0,98.0,458,member,6
32,8,110.0,100.0,448,member,6
32,9,103.0,107.0,428,member,6
32,10,108.0,105.0,408,member,6
33,1,0.0,0.0,901,leader,1
33,6,100.0,100.0,401,leader,6
33,7,105.0,98.0,457,member,6
33,8,110.0,100.0,447,member,6
33,9,103.0,107.0,427,member,6
33,10,108.0,105.0,407,member,6
34,1,0.0,0.0,898,leader,1
34,6,100.0,100.0,398,leader,6
34,7,105.0,98.0,456,member,6
34,8,110.0,100.0,446,member,6
34,9,103.0,107.0,426,member,6
34,10,108.0,105.0,406,member,6
35,1,0.0,0.0,895,leader,1
35,6,100.0,100.0,395,leader,6
35,7,105.0,98.0,455,member,6
35,8,110.0,100.0,445,member,6
35,9,103.0,107.0,425,member,6
35,10,108.0,105.0,405,member,6
36,1,0.0,0.0,892,leader,1
36,6,100.0,100.0,392,leader,6
36,7,105.0,98.0,454,member,6
36,8,110.0,100.0,444,member,6
36,9,103.0,107.0,424,member,6
36,10,108.0,105.0,404,member,6
37,1,0.0,0.0,889,leader,1
37,6,100.0,100.0,389,leader,6
37,7,105.0,98.0,453,member,6
37,8,110.0,100.0,443,member,6
37,9,103.0,107.0,423,member,6
37,10,108.0,105.0,403,member,6
38,1,0.0,0.0,886,leader,1
38,6,100.0,100.0,386,leader,6
38,7,105.0,98.0,452,member,6
38,8,110.0,100.0,442,member,6
38,9,103.0,107.0,422,member,6
38,10,108.0,105.0,402,member,6
39,1,0.0,0.0,883,leader,1
39,6,100.0,100.0,383,leader,6
39,7,105.0,98.0,451,member,6
39,8,110.0,100.0,441,member,6
39,9,103.0,107.0,421,member,6
39,10,108.0,105.0,401,member,6
40,1,0.0,0.0,880,leader,1
40,6,100.0,100.0,380,leader,6
40,7,105.0,98.0,450,member,6
40,8,110.0,100.0,440,member,6
40,9,103.0,107.0,420,member,6
40,10,108.0,105.0,400,member,6
41,1,0.0,0.0,877,leader,1
41,6,100.0,100.0,377,leader,6
41,7,105.0,98.0,449,member,6
41,8,110.0,100.0,439,member,6
41,9,103.0,107.0,419,member,6
41,10,108.0,105.0,399,member,6
42,1,0.0,0.0,874,leader,1
42,6,100.0,100.0,374,leader,6
42,7,105.0,98.0,448,member,6
42,8,110.0,100.0,438,member,6
42,9,103.0,107.0,418,member,6
42,10,108.0,105.0,398,member,6
43,1,0.0,0.0,871,leader,1
43,6,100.0,100.0,371,leader,6
43,7,105.0,98.0,447,member,6
43,8,110.0,100.0,437,member,6
43,9,103.0,107.0,417,member,6
43,10,108.0,105.0,397,member,6
44,1,0.0,0.0,868,leader,1
44,6,100.0,100.0,368,leader,6
44,7,105.0,98.0,446,member,6
44,8,110.0,100.0,436,member,6
44,9,103.0,107.0,416,member,6
44,10,108.0,105.0,396,member,6
45,1,0.0,0.0,865,leader,1
45,6,100.0,100.0,365,leader,6
45,7,105.0,98.0,445,member,6
45,8,110.0,100.0,435,member,6
45,9,103.0,107.0,415,member,6
45,10,108.0,105.0,395,member,6
46,1,0.0,0.0,862,leader,1
46,6,100.0,100.0,362,leader,6
46,7,105.0,98.0,444,member,6
46,8,110.0,100.0,434,member,6
46,9,103.0,107.0,414,member,6
46,10,108.0,105.0,394,member,6
47,1,0.0,0.0,859,leader,1
47,6,100.0,100.0,359,leader,6
47,7,105.0,98.0,443,member,6
47,8,110.0,100.0,433,member,6
47,9,103.0,107.0,413,member,6
47,10,108.0,105.0,393,member,6
48,1,0.0,0.0,856,leader,1
48,6,100.0,100.0,356,leader,6
48,7,105.0,98.0,442,member,6
48,8,110.0,100.0,432,member,6
48,9,103.0,107.0,412,member,6
48,10,108.0,105.0,392,member,6
49,1,0.0,0.0,853,leader,1
49,6,100.0,100.0,353,leader,6
49,7,105.0,98.0,441,member,6
49,8,110.0,100.0,431,member,6
49,9,103.0,107.0,411,member,6
49,10,108.0,105.0,391,member,6
50,1,0.0,0.0,850,leader,1
50,6,100.0,100.0,350,leader,6
50,7,105.0,98.0,440,member,6
50,8,110.0,100.0,430,member,6
50,9,103.0,107.0,410,member,6
50,10,108.0,105.0,390,member,6
51,1,0.0,0.0,847,leader,1
51,6,100.0,100.0,347,leader,6
51,7,105.0,98.0,439,member,6
51,8,110.0,100.0,429,member,6
51,9,103.0,107.0,409,member,6
51,10,108.0,105.0,389,member,6
52,1,0.0,0.0,844,leader,1
52,6,100.0,100.0,344,leader,6
52,7,105.0,98.0,438,member,6
52,8,110.0,100.0,428,member,6
52,9,103.0,107.0,408,member,6
52,10,108.0,105.0,388,member,6
53,1,0.0,0.0,841,leader,1
53,6,100.0,100.0,341,leader,6
53,7,105.0,98.0,437,member,6
53,8,110.0,100.0,427,member,6
53,9,103.0,107.0,407,member,6
53,10,108.0,105.0,387,member,6
54,1,0.0,0.0,838,leader,1
54,6,100.0,100.0,338,leader,6
54,7,105.0,98.0,436,member,6
54,8,110.0,100.0,426,member,6
54,9,103.0,107.0,406,member,6
54,10,108.0,105.0,386,member,6
55,1,0.0,0.0,835,leader,1
55,6,100.0,100.0,335,leader,6
55,7,105.0,98.0,435,member,6
55,8,110.0,100.0,425,member,6
55,9,103.0,107.0,405,member,6
55,10,108.0,105.0,385,member,6
56,1,0.0,0.0,832,leader,1
56,6,100.0,100.0,332,leader,6
56,7,105.0,98.0,434,member,6
56,8,110.0,100.0,424,member,6
56,9,103.0,107.0,404,member,6
56,10,108.0,105.0,384,member,6
57,1,0.0,0.0,829,leader,1
57,6,100.0,100.0,329,leader,6
57,7,105.0,98.0,433,member,6
57,8,110.0,100.0,423,member,6
57,9,103.0,107.0,403,member,6
57,10,108.0,105.0,383,member,6
58,1,0.0,0.0,826,leader,1
58,6,100.0,100.0,326,leader,6
58,7,105.0,98.0,432,member,6
58,8,110.0,100.0,422,member,6
58,9,103.0,107.0,402,member,6
58,10,108.0,105.0,382,member,6
59,1,0.0,0.0,823,leader,1
59,6,100.0,100.0,323,leader,6
59,7,105.0,98.0,431,member,6
59,8,110.0,100.0,421,member,6
59,9,103.0,107.0,401,member,6
59,10,108.0,105.0,381,member,6
60,1,0.0,0.0,820,leader,1
60,6,100.0,100.0,320,leader,6
60,7,105.0,98.0,430,member,6
60,8,110.0,100.0,420,member,6
60,9,103.0,107.0,400,member,6
60,10,108.0,105.0,380,member,6
61,1,0.0,0.0,817,leader,1
61,6,100.0,100.0,317,leader,6
61,7,105.0,98.0,429,member,6
61,8,110.0,100.0,419,member,6
61,9,103.0,107.0,399,member,6
61,10,108.0,105.0,379,member,6
62,1,0.0,0.0,814,leader,1
62,6,100.0,100.0,314,leader,6
62,7,105.0,98.0,428,member,6
62,8,110.0,100.0,418,member,6
62,9,103.0,107.0,398,member,6
62,10,108.0,105.0,378,member,6
63,1,0.0,0.0,811,leader,1
63,6,100.0,100.0,311,leader,6
63,7,105.0,98.0,427,member,6
63,8,110.0,100.0,417,member,6
63,9,103.0,107.0,397,member,6
63,10,108.0,105.0,377,member,6
64,1,0.0,0.0,808,leader,1
64,6,100.0,100.0,308,leader,6
64,7,105.0,98.0,426,member,6
64,8,110.0,100.0,416,member,6
64,9,103.0,107.0,396,member,6
64,10,108.0,105.0,376,member,6
65,1,0.0,0.0,805,leader,1
65,6,100.0,100.0,305,leader,6
65,7,105.0,98.0,425,member,6
65,8,110.0,100.0,415,member,6
65,9,103.0,107.0,395,member,6
65,10,108.0,105.0,375,member,6
66,1,0.0,0.0,802,leader,1
66,6,100.0,100.0,302,leader,6
66,7,105.0,98.0,424,member,6
66,8,110.0,100.0,414,member,6
66,9,103.0,107.0,394,member,6
66,10,108.0,105.0,374,member,6
67,1,0.0,0.0,799,leader,1
67,6,100.0,100.0,299,leader,6
67,7,105.0,98.0,423,member,6
67,8,110.0,100.0,413,member,6
67,9,103.0,107.0,393,member,6
67,10,108.0,105.0,373,member,6
68,1,0.0,0.0,796,leader,1
68,6,100.0,100.0,296,leader,6
68,7,105.0,98.0,422,member,6
68,8,110.0,100.0,412,member,6
68,9,103.0,107.0,392,member,6
68,10,108.0,105.0,372,member,6
69,1,0.0,0.0,793,leader,1
69,6,100.0,100.0,293,leader,6
69,7,105.0,98.0,421,member,6
69,8,110.0,100.0,411,member,6
69,9,103.0,107.0,391,member,6
69,10,108.0,105.0,371,member,6
70,1,0.0,0.0,790,leader,1
70,6,100.0,100.0,290,leader,6
70,7,105.0,98.0,420,member,6
70,8,110.0,100.0,410,member,6
70,9,103.0,107.0,390,member,6
70,10,108.0,105.0,370,member,6
71,1,0.0,0.0,787,leader,1
71,6,100.0,100.0,287,leader,6
71,7,105.0,98.0,419,member,6
71,8,110.0,100.0,409,member,6
71,9,103.0,107.0,389,member,6
71,10,108.0,105.0,369,member,6
72,1,0.0,0.0,784,leader,1
72,6,100.0,100.0,284,leader,6
72,7,105.0,98.0,418,member,6
72,8,110.0,100.0,408,member,6
72,9,103.0,107.0,388,member,6
72,10,108.0,105.0,368,member,6
73,1,0.0,0.0,781,leader,1
73,6,100.0,100.0,281,leader,6
73,7,105.0,98.0,417,member,6
73,8,110.0,100.0,407,member,6
73,9,103.0,107.0,387,member,6
73,10,108.0,105.0,367,member,6
74,1,0.0,0.0,778,leader,1
74,6,100.0,100.0,278,leader,6
74,7,105.0,98.0,416,member,6
74,8,110.0,100.0,406,member,6
74,9,103.0,107.0,386,member,6
74,10,108.0,105.0,366,member,6
75,1,0.0,0.0,775,leader,1
75,6,100.0,100.0,275,leader,6
75,7,105.0,98.0,415,member,6
75,8,110.0,100.0,405,member,6
75,9,103.0,107.0,385,member,6
75,10,108.0,105.0,365,member,6
76,1,0.0,0.0,772,leader,1
76,6,100.0,100.0,272,leader,6
76,7,105.0,98.0,414,member,6
76,8,110.0,100.0,404,member,6
76,9,103.0,107.0,384,member,6
76,10,108.0,105.0,364,member,6
77,1,0.0,0.0,769,leader,1
77,6,100.0,100.0,269,leader,6
77,7,105.0,98.0,413,member,6
77,8,110.0,100.0,403,member,6
77,9,103.0,107.0,383,member,6
77,10,108.0,105.0,363,member,6
78,1,0.0,0.0,766,leader,1
78,6,100.0,100.0,266,leader,6
78,7,105.0,98.0,412,member,6
78,8,110.0,100.0,402,member,6
78,9,103.0,107.0,382,member,6
78,10,108.0,105.0,362,member,6
79,1,0.0,0.0,763,leader,1
79,6,100.0,100.0,263,leader,6
79,7,105.0,98.0,411,member,6
79,8,110.0,100.0,401,member,6
79,9,103.0,107.0,381,member,6
79,10,108.0,105.0,361,member,6
80,1,0.0,0.0,760,leader,1
80,6,100.0,100.0,260,leader,6
80,7,105.0,98.0,410,member,6
80,8,110.0,100.0,400,member,6
80,9,103.0,107.0,380,member,6
80,10,108.0,105.0,360,member,6
81,1,0.0,0.0,757,leader,1
81,6,100.0,100.0,257,leader,6
81,7,105.0,98.0,409,member,6
81,8,110.0,100.0,399,member,6
81,9,103.0,107.0,379,member,6
81,10,108.0,105.0,359,member,6
82,1,0.0,0.0,754,leader,1
82,6,100.0,100.0,254,leader,6
82,7,105.0,98.0,408,member,6
82,8,110.0,100.0,398,member,6
82,9,103.0,107.0,378,member,6
82,10,108.0,105.0,358,member,6
83,1,0.0,0.0,751,leader,1
83,6,100.0,100.0,251,leader,6
83,7,105.0,98.0,407,member,6
83,8,110.0,100.0,397,member,6
83,9,103.0,107.0,377,member,6
83,10,108.0,105.0,357,member,6
84,1,0.0,0.0,748,leader,1
84,6,100.0,100.0,248,leader,6
84,7,105.0,98.0,406,member,6
84,8,110.0,100.0,396,member,6
84,9,103.0,107.0,376,member,6
84,10,108.0,105.0,356,member,6
85,1,0.0,0.0,745,leader,1
85,6,100.0,100.0,245,leader,6
85,7,105.0,98.0,405,member,6
85,8,110.0,100.0,395,member,6
85,9,103.0,107.0,375,member,6
85,10,108.0,105.0,355,member,6
86,1,0.0,0.0,742,leader,1
86,6,100.0,100.0,242,leader,6
86,7,105.0,98.0,404,member,6
86,8,110.0,100.0,394,member,6
86,9,103.0,107.0,374,member,6
86,10,108.0,105.0,354,member,6
87,1,0.0,0.0,739,leader,1
87,6,100.0,100.0,239,leader,6
87,7,105.0,98.0,403,member,6
87,8,110.0,100.0,393,member,6
87,9,103.0,107.0,373,member,6
87,10,108.0,105.0,353,member,6
88,1,0.0,0.0,736,leader,1
88,6,100.0,100.0,236,leader,6
88,7,105.0,98.0,402,member,6
88,8,110.0,100.0,392,member,6
88,9,103.0,107.0,372,member,6
88,10,108.0,105.0,352,member,6
89,1,0.0,0.0,733,leader,1
89,6,100.0,100.0,233,leader,6
89,7,105.0,98.0,401,member,6
89,8,110.0,100.0,391,member,6
89,9,103.0,107.0,371,member,6
89,10,108.0,105.0,351,member,6
90,1,0.0,0.0,730,leader,1
90,6,100.0,100.0,230,leader,6
90,7,105.0,98.0,400,member,6
90,8,110.0,100.0,390,member,6
90,9,103.0,107.0,370,member,6
90,10,108.0,105.0,350,member,6
91,1,0.0,0.0,727,leader,1
91,6,100.0,100.0,227,leader,6
91,7,105.0,98.0,399,member,6
91,8,110.0,100.0,389,member,6
91,9,103.0,107.0,369,member,6
91,10,108.0,105.0,349,member,6
92,1,0.0,0.0,724,leader,1
92,6,100.0,100.0,224,leader,6
92,7,105.0,98.0,398,member,6
92,8,110.0,100.0,388,member,6
92,9,103.0,107.0,368,member,6
92,10,108.0,105.0,348,member,6
93,1,0.0,0.0,721,leader,1
93,6,100.0,100.0,221,leader,6
93,7,105.0,98.0,397,member,6
93,8,110.0,100.0,387,member,6
93,9,103.0,107.0,367,member,6
93,10,108.0,105.0,347,member,6
94,1,0.0,0.0,718,leader,1
94,6,100.0,100.0,218,leader,6
94,7,105.0,98.0,396,member,6
94,8,110.0,100.0,386,member,6
94,9,103.0,107.0,366,member,6
94,10,108.0,105.0,346,member,6
95,1,0.0,0.0,715,leader,1
95,6,100.0,100.0,215,leader,6
95,7,105.0,98.0,395,member,6
95,8,110.0,100.0,385,member,6
95,9,103.0,107.0,365,member,6
95,10,108.0,105.0,345,member,6
96,1,0.0,0.0,712,leader,1
96,6,100.0,100.0,212,leader,6
96,7,105.0,98.0,394,member,6
96,8,110.0,100.0,384,member,6
96,9,103.0,107.0,364,member,6
96,10,108.0,105.0,344,member,6
97,1,0.0,0.0,709,leader,1
97,6,100.0,100.0,209,leader,6
97,7,105.0,98.0,393,member,6
97,8,110.0,100.0,383,member,6
97,9,103.0,107.0,363,member,6
97,10,108.0,105.0,343,member,6
98,1,0.0,0.0,706,leader,1
98,6,100.0,100.0,206,leader,6
98,7,105.0,98.0,392,member,6
98,8,110.0,100.0,382,member,6
98,9,103.0,107.0,362,member,6
98,10,108.0,105.0,342,member,6
99,1,0.0,0.0,703,leader,1
99,6,100.0,100.0,203,leader,6
99,7,105.0,98.0,391,member,6
99,8,110.0,100.0,381,member,6
99,9,103.0,107.0,361,member,6
99,10,108.0,105.0,341,member,6
100,1,0.0,0.0,700,leader,1
100,6,100.0,100.0,200,leader,6
100,7,105.0,98.0,390,member,6
100,8,110.0,100.0,380,member,6
100,9,103.0,107.0,360,member,6
100,10,108.0,105.0,340,member,6
101,1,0.0,0.0,697,leader,1
101,6,100.0,100.0,197,leader,6
101,7,105.0,98.0,389,member,6
101,8,110.0,100.0,379,member,6
101,9,103.0,107.0,359,member,6
101,10,108.0,105.0,339,member,6
102,1,0.0,0.0,694,leader,1
102,6,100.0,100.0,194,leader,6
102,7,105.0,98.0,388,member,6
102,8,110.0,100.0,378,member,6
102,9,103.0,107.0,358,member,6
102,10,108.0,105.0,338,member,6
103,1,0.0,0.0,691,leader,1
103,6,100.0,100.0,191,leader,6
103,7,105.0,98.0,387,member,6
103,8,110.0,100.0,377,member,6
103,9,103.0,107.0,357,member,6
103,10,108.0,105.0,337,member,6
104,1,0.0,0.0,688,leader,1
104,6,100.0,100.0,188,leader,6
104,7,105.0,98.0,386,member,6
104,8,110.0,100.0,376,member,6
104,9,103.0,107.0,356,member,6
104,10,108.0,105.0,336,member,6
105,1,0.0,0.0,685,leader,1
105,6,100.0,100.0,185,leader,6
105,7,105.0,98.0,385,member,6
105,8,110.0,100.0,375,member,6
105,9,103.0,107.0,355,member,6
105,10,108.0,105.0,335,member,6
106,1,0.0,0.0,682,leader,1
106,6,100.0,100.0,182,leader,6
106,7,105.0,98.0,384,member,6
106,8,110.0,100.0,374,member,6
106,9,103.0,107.0,354,member,6
106,10,108.0,105.0,334,member,6
107,1,0.0,0.0,679,leader,1
107,6,100.0,100.0,179,leader,6
107,7,105.0,98.0,383,member,6
107,8,110.0,100.0,373,member,6
107,9,103.0,107.0,353,member,6
107,10,108.0,105.0,333,member,6
108,1,0.0,0.0,676,leader,1
108,6,100.0,100.0,176,leader,6
108,7,105.0,98.0,382,member,6
108,8,110.0,100.0,372,member,6
108,9,103.0,107.0,352,member,6
108,10,108.0,105.0,332,member,6
109,1,0.0,0.0,673,leader,1
109,6,100.0,100.0,173,leader,6
109,7,105.0,98.0,381,member,6
109,8,110.0,100.0,371,member,6
109,9,103.0,107.0,351,member,6
109,10,108.0,105.0,331,member,6
110,1,0.0,0.0,670,leader,1
110,6,100.0,100.0,170,leader,6
110,7,105.0,98.0,380,member,6
110,8,110.0,100.0,370,member,6
110,9,103.0,107.0,350,member,6
110,10,108.0,105.0,330,member,6
111,1,0.0,0.0,667,leader,1
111,6,100.0,100.0,167,leader,6
111,7,105.0,98.0,379,member,6
111,8,110.0,100.0,369,member,6
111,9,103.0,107.0,349,member,6
111,10,108.0,105.0,329,member,6
112,1,0.0,0.0,664,leader,1
112,6,100.0,100.0,164,leader,6
112,7,105.0,98.0,378,member,6
112,8,110.0,100.0,368,member,6
112,9,103.0,107.0,348,member,6
112,10,108.0,105.0,328,member,6
113,1,0.0,0.0,661,leader,1
113,6,100.0,100.0,161,leader,6
113,7,105.0,98.0,377,member,6
113,8,110.0,100.0,367,member,6
113,9,103.0,107.0,347,member,6
113,10,108.0,105.0,327,member,6
114,1,0.0,0.0,658,leader,1
114,6,100.0,100.0,158,leader,6
114,7,105.0,98.0,376,member,6
114,8,110.0,100.0,366,member,6
114,9,103.0,107.0,346,member,6
114,10,108.0,105.0,326,member,6
115,1,0.0,0.0,655,leader,1
115,6,100.0,100.0,155,leader,6
115,7,105.0,98.0,375,member,6
115,8,110.0,100.0,365,member,6
115,9,103.0,107.0,345,member,6
115,10,108.0,105.0,325,member,6
116,1,0.0,0.0,652,leader,1
116,6,100.0,100.0,152,leader,6
116,7,105.0,98.0,374,member,6
116,8,110.0,100.0,364,member,6
116,9,103.0,107.0,344,member,6
116,10,108.0,105.0,324,member,6
117,1,0.0,0.0,649,leader,1
117,6,100.0,100.0,149,leader,6
117,7,105.0,98.0,373,member,6
